6.8601e+06,8.6281e+06,3.3825e+06,6.0923e+06,1.1093e+07,4.0293e+06,5.0494e+06,9.7405e+06,2.4619e+06,-1.1569e+05,-1.5107e+05,-90401,-1.948e+05,-2.745e+05,-1.5228e+05,-2.7045e+05,-4.1239e+05,-1.6423e+05,1
1.4711e+06,2.5176e+06,9.3914e+05,1.3164e+06,2.2611e+06,5.8575e+05,4.6064e+05,8.7685e+05,1.098e+05,-49708,-57096,-36065,-71938,-96034,-41266,-48283,-79084,-13410,1
1.5073e+06,2.4714e+06,9.1727e+05,1.1941e+06,2.1952e+06,6.0048e+05,3.9728e+05,7.9929e+05,83712,-51546,-83146,-38366,-67667,-1.0291e+05,-42502,-44383,-74575,-10960,1
1.3327e+06,2.0059e+06,9.6977e+05,1.1845e+06,2.0706e+06,5.6086e+05,4.3805e+05,8.3554e+05,90672,-44862,-57191,-36265,-68970,-1.007e+05,-40270,-47460,-74198,-11066,1
4.8918e+06,8.1177e+06,3.1563e+06,3.9322e+06,7.0542e+06,2.0429e+06,1.4414e+06,2.7394e+06,3.2425e+05,-1.1178e+05,-1.6772e+05,-81994,-1.5082e+05,-2.0649e+05,-96597,-1.1493e+05,-1.7516e+05,-34532,1
2.5281e+06,3.9393e+06,1.1991e+06,7.7856e+05,1.2765e+06,1.0014e+05,68631,1.0519e+05,6894.2,-68724,-85057,-42033,-50609,-69832,-11800,-10200,-14405,436.11,1
1.7671e+06,2.7837e+06,6.1857e+05,5.8855e+05,8.8452e+05,64082,49090,73308,5450.5,-60408,-75064,-27365,-42143,-55912,-8146.1,-7103.9,-10323,695.96,1
2.1028e+06,3.6773e+06,8.3532e+05,6.2705e+05,1.0892e+06,68618,55018,81655,6102.2,-64649,-1.0004e+05,-35113,-44151,-63371,-8631,-8188.4,-11929,604.68,1
1.7008e+06,2.1783e+06,9.9307e+05,1.4322e+06,2.7917e+06,6.7622e+05,5.1846e+05,1.0332e+06,1.1837e+05,-56560,-61182,-40188,-77730,-1.172e+05,-46992,-54638,-88755,-14500,1
3.6576e+06,5.7317e+06,2.1364e+06,2.9962e+06,5.3116e+06,1.4752e+06,1.1012e+06,2.2706e+06,2.685e+05,-92855,-1.1214e+05,-64753,-1.2528e+05,-1.7372e+05,-77477,-91828,-1.4927e+05,-29469,1
2.1291e+06,3.267e+06,1.2808e+06,1.6621e+06,3.0418e+06,8.2928e+05,6.1906e+05,1.1931e+06,1.4066e+05,-66702,-78480,-45171,-85559,-1.2181e+05,-54199,-61065,-97701,-16856,1
3.1783e+06,5.2046e+06,1.9777e+06,2.9688e+06,5.2645e+06,1.4182e+06,1.0832e+06,2.1421e+06,2.503e+05,-79689,-1.0719e+05,-57264,-1.2176e+05,-1.8273e+05,-77472,-92087,-1.439e+05,-28399,1
1.2682e+06,2.0777e+06,5.3893e+05,4.1267e+05,7.6218e+05,43096,41251,57462,4779.5,-46647,-57933,-26100,-33182,-49448,-5838.5,-5766.6,-7784.1,809.37,1
1.7098e+06,2.4871e+06,9.7061e+05,1.3594e+06,2.5091e+06,6.9284e+05,5.0025e+05,9.8618e+05,1.0961e+05,-57946,-67822,-36634,-72709,-1.0861e+05,-47422,-52124,-83510,-13497,1
8.7142e+05,1.2892e+06,3.1401e+05,2.4309e+05,4.2768e+05,29481,29738,41373,4245.4,-37673,-51481,-18582,-23179,-33695,-4202.3,-3925.3,-6081.3,912.75,1
1.6023e+06,1.986e+06,8.7759e+05,1.1748e+06,2.2369e+06,4.6275e+05,3.2182e+05,5.4888e+05,49437,-51596,-58663,-37273,-67436,-1.0306e+05,-36321,-37445,-55974,-6245,1
1.7658e+06,2.9828e+06,9.7008e+05,1.4967e+06,2.5057e+06,6.9493e+05,4.9965e+05,9.8341e+05,1.0635e+05,-59517,-76810,-35677,-80869,-1.1323e+05,-47040,-52223,-83824,-13294,1
2.9195e+06,4.5404e+06,1.4351e+06,9.8372e+05,1.6307e+06,1.1409e+05,82066,1.2242e+05,7642.9,-75416,-95743,-46899,-58953,-83720,-13002,-11992,-16826,379.84,1
1.1721e+06,1.8166e+06,4.4812e+05,3.6798e+05,6.1248e+05,48060,41492,58330,5249.1,-46000,-56401,-23494,-29456,-42549,-6427.4,-6052.1,-8256.4,703.04,1
2.5727e+06,4.0609e+06,1.1466e+06,9.3251e+05,1.6373e+06,1.1472e+05,76098,1.1914e+05,7399.8,-71526,-95491,-40570,-57153,-83195,-12993,-11191,-16817,368.61,1
1.6515e+06,2.3943e+06,5.6613e+05,5.0398e+05,7.9251e+05,57847,45772,63911,5478.2,-59267,-68018,-25808,-37746,-52623,-7475.5,-6618.5,-9239.8,723.46,1
2.7253e+06,3.9215e+06,1.0634e+06,8.2752e+05,1.4192e+06,1.1433e+05,66086,1.0356e+05,6982.2,-81551,-98720,-40723,-53711,-74186,-12906,-9990.3,-15568,449.45,1
1.8271e+06,3.0787e+06,1.0124e+06,1.5623e+06,2.5933e+06,7.17e+05,5.1451e+05,1.01e+06,1.1487e+05,-60965,-77513,-36710,-83049,-1.1507e+05,-48822,-53349,-86033,-14065,1
1.6201e+06,2.7338e+06,1.0611e+06,1.3715e+06,2.3912e+06,6.6842e+05,4.9419e+05,9.2346e+05,1.0434e+05,-52941,-60986,-38996,-73547,-99590,-45569,-51770,-79757,-13438,1
1.345e+06,2.0617e+06,7.6355e+05,1.1895e+06,2.1325e+06,5.5767e+05,4.025e+05,7.9496e+05,86317,-50077,-60801,-30607,-67589,-96713,-40548,-43591,-71490,-10766,1
4.7189e+06,7.5063e+06,3.213e+06,4.3268e+06,7.5675e+06,2.0841e+06,1.564e+06,3.1983e+06,3.6215e+05,-99936,-1.3244e+05,-76678,-1.5917e+05,-2.3024e+05,-98444,-1.193e+05,-1.9123e+05,-38222,1
2.0331e+06,2.8834e+06,1.1423e+06,1.7479e+06,2.8624e+06,8.4447e+05,5.5454e+05,1.0365e+06,1.1699e+05,-63154,-78217,-41650,-89400,-1.2575e+05,-54247,-55971,-88727,-14519,1
1.3866e+06,2.0093e+06,5.2481e+05,4.4675e+05,7.7652e+05,54543,42792,64582,5439,-52915,-69284,-25947,-33534,-49841,-7292.1,-6287.4,-9482.6,736.15,1
2.2185e+06,3.4092e+06,1.1982e+06,1.7919e+06,2.9748e+06,8.3866e+05,6.3503e+05,1.1904e+06,1.3776e+05,-68285,-95952,-47117,-91263,-1.2254e+05,-53527,-61060,-97400,-16565,1
4.3994e+06,7.431e+06,2.9685e+06,4.0675e+06,6.967e+06,1.8514e+06,1.4298e+06,2.927e+06,3.4192e+05,-97012,-1.5956e+05,-78045,-1.52e+05,-2.0274e+05,-92251,-1.1264e+05,-1.8229e+05,-36977,1
2.6508e+06,4.0392e+06,9.4323e+05,8.5953e+05,1.4597e+06,1.066e+05,74488,1.1162e+05,6923.8,-79015,-1.0819e+05,-37954,-53182,-76487,-12344,-11282,-16043,425.36,1
2.3093e+06,3.7705e+06,1.2448e+06,1.9956e+06,3.5511e+06,9.7813e+05,7.3867e+05,1.4668e+06,1.6887e+05,-71729,-1.0075e+05,-45268,-97197,-1.4307e+05,-60843,-69266,-1.1203e+05,-20129,1
3.1083e+06,3.634e+06,1.5356e+06,2.1483e+06,4.008e+06,9.5339e+05,5.9369e+05,1.0729e+06,94200,-74635,-90059,-53997,-1.0008e+05,-1.4856e+05,-59205,-60383,-92305,-12371,1
2.5141e+06,2.7763e+06,7.847e+05,7.8902e+05,1.543e+06,87952,65147,98897,6533.5,-70152,-82687,-35335,-48168,-75332,-10605,-9660.2,-14260,548.99,1
3.0066e+06,4.9109e+06,1.7453e+06,2.4176e+06,3.8454e+06,1.2136e+06,9.2043e+05,1.7548e+06,1.9624e+05,-78599,-1.248e+05,-60030,-1.0689e+05,-1.4895e+05,-68560,-81668,-1.2921e+05,-22803,1
2.5364e+06,4.4784e+06,1.5705e+06,2.525e+06,4.4955e+06,1.1938e+06,8.7635e+05,1.7311e+06,2.097e+05,-69897,-1.1423e+05,-54080,-1.1092e+05,-1.5282e+05,-71343,-78871,-1.2614e+05,-23915,1
1.645e+06,2.8021e+06,1.0806e+06,1.4703e+06,2.3722e+06,7.6247e+05,5.4226e+05,1.0978e+06,1.2179e+05,-55005,-82092,-41947,-76309,-1.0575e+05,-50575,-55078,-90558,-14892,1
2.2679e+06,3.0439e+06,8.0598e+05,5.7104e+05,9.4535e+05,81439,55025,83199,5996.3,-63703,-90995,-34391,-41424,-57717,-10025,-7976.1,-12291,592.55,1
1.6186e+06,2.3903e+06,5.977e+05,5.0534e+05,8.8093e+05,67801,50229,74898,5828.7,-58560,-78000,-27869,-37089,-54529,-8575.2,-7538.3,-10900,651.55,1
2.1867e+06,3.7186e+06,7.9014e+05,6.4993e+05,1.072e+06,71234,54711,80801,6225.7,-68565,-86197,-33743,-44842,-63106,-9101,-8141.3,-11362,600.48,1
1.2473e+06,1.7959e+06,4.7763e+05,4.0195e+05,6.9936e+05,48490,41438,59470,4962,-49308,-64399,-24644,-31553,-46329,-6537.3,-6120.3,-8817.9,793.61,1
9.7095e+05,1.5492e+06,3.5237e+05,3.0456e+05,4.7073e+05,35161,32786,44665,4137.2,-38517,-59651,-20812,-26622,-36359,-4872.5,-4431.3,-6625.8,950.37,1
1.842e+06,2.9419e+06,1.0427e+06,1.5265e+06,2.6612e+06,6.8245e+05,4.8322e+05,9.5545e+05,1.0413e+05,-59354,-67799,-40072,-78457,-1.1513e+05,-46802,-50656,-80742,-13737,1
4.4814e+06,6.8726e+06,2.3904e+06,3.783e+06,6.2257e+06,1.7578e+06,1.3059e+06,2.6129e+06,3.1394e+05,-1.0563e+05,-1.4404e+05,-73724,-1.4687e+05,-1.9173e+05,-86827,-1.0579e+05,-1.719e+05,-33677,1
3.2307e+06,4.9925e+06,1.1756e+06,1.1019e+06,1.6871e+06,1.2001e+05,81821,1.199e+05,7453,-87706,-1.2234e+05,-46367,-64433,-84256,-13533,-12111,-17528,327.08,1
1.2133e+06,1.565e+06,4.5473e+05,3.9927e+05,6.7702e+05,42561,41471,61407,5421.9,-43979,-56288,-24505,-31417,-45422,-6042.8,-5917.7,-9203.8,727.58,1
1.0445e+06,1.3978e+06,3.6926e+05,3.1521e+05,4.9544e+05,38219,34081,47042,4139.7,-42381,-45563,-20144,-27545,-38227,-5359.6,-4679.3,-6344.7,948.8,1
1.589e+06,2.5766e+06,6.7927e+05,5.5651e+05,9.3412e+05,57442,50600,75284,5717.3,-51220,-82593,-31556,-39826,-56117,-7564.5,-7028.2,-11396,662.41,1
2.5484e+06,2.9702e+06,8.3165e+05,8.1289e+05,1.5196e+06,86524,68256,1.0499e+05,6294.2,-70198,-85418,-36471,-50188,-74700,-10574,-10121,-15093,642.08,1
2.2912e+06,3.4419e+06,1.2382e+06,1.7611e+06,3.0891e+06,8.2593e+05,5.8739e+05,1.2153e+06,1.2197e+05,-66427,-71186,-43972,-88778,-1.2341e+05,-53609,-59570,-98152,-15533,1
1.2633e+06,2.1254e+06,5.0166e+05,4.5669e+05,7.7531e+05,59085,46495,66111,5262,-45973,-70685,-25904,-35198,-49921,-7825.3,-6661.1,-9958.1,757.11,1
2.1719e+06,7.1588e+06,8.8207e+05,1.832e+06,3.2653e+06,1.3022e+06,2.121e+06,2.8572e+06,9.8051e+05,-62904,-96814,-33990,-83302,-1.2211e+05,-71362,-1.4172e+05,-1.7702e+05,-79839,1
4.2416e+05,9.0982e+05,80503,1.1256e+05,1.9763e+05,10031,16494,22395,2622.5,-18777,-30745,-6896.1,-11612,-17008,-1354,-1418.7,-2371.6,1209.8,1
3.9689e+05,8.7395e+05,72325,1.0355e+05,1.9259e+05,9456.6,15377,22185,2736.2,-18247,-28906,-6488.4,-10966,-16977,-1243.4,-1167.7,-2378.1,1180.9,1
7.1415e+05,1.3267e+06,1.1996e+05,1.3449e+05,2.4211e+05,15599,19493,27886,3132.3,-27283,-40285,-9369.3,-13856,-19650,-2203.3,-1952.6,-3351.5,1166.6,1
1.6983e+06,4.9958e+06,6.9148e+05,1.252e+06,2.3192e+06,6.2354e+05,5.653e+05,7.9556e+05,1.3012e+05,-53214,-79400,-30727,-62889,-94251,-42434,-55764,-70176,-15414,1
4.2582e+05,1.3214e+06,95615,1.4146e+05,2.8454e+05,10389,18085,24979,2657.5,-23159,-37647,-7973.2,-11325,-19178,-1371.5,-1564.9,-2900.2,1170.1,1
1.0572e+06,2.5942e+06,3.4735e+05,6.7831e+05,1.2402e+06,3.7497e+05,2.8121e+05,4.6306e+05,61708,-38613,-60480,-19506,-45751,-65566,-30251,-32029,-45562,-7588.4,1
1.2874e+06,3.3579e+06,4.3961e+05,7.6287e+05,1.5858e+06,4.1027e+05,3.4448e+05,5.4884e+05,78048,-40401,-66993,-23713,-46462,-76785,-32617,-38027,-52657,-9359.9,1
1.2523e+06,2.3599e+06,3.9928e+05,7.3432e+05,1.2057e+06,4.1911e+05,3.2903e+05,4.4676e+05,67321,-39472,-56158,-21079,-46887,-65578,-31910,-36270,-45001,-8440.5,1
6.8095e+05,1.9255e+06,2.2198e+05,4.1303e+05,8.9839e+05,2.0933e+05,1.8112e+05,2.8218e+05,38545,-28086,-45569,-15477,-30559,-52922,-20191,-21996,-30861,-4557,1
