0.07708,0.040334,0.024392,0.015358,0.009831,0.0074131,0.0054203,0.0044372,0.0041184,0.003959,0.0040121,0.0041715,0.0045967,0.0045967,0.0037464,0.0039058,0.004331,0.0047827,0.0053406,0.0079711,0.010788,0.017058,0.026358,0.040334,0.074477,0.59119,1
0.071952,0.029015,0.029307,0.023993,0.017005,0.012568,0.012222,0.010203,0.0099904,0.0096982,0.0090339,0.009831,0.011505,0.011106,0.0087682,0.0090339,0.010123,0.0099639,0.012647,0.015331,0.020831,0.026756,0.029068,0.027155,0.0736,0.48929,1
0.071288,0.028962,0.029254,0.024604,0.018599,0.014507,0.012621,0.01007,0.010761,0.0097779,0.0093793,0.011,0.012461,0.01007,0.010097,0.0097779,0.0099639,0.010867,0.012754,0.015836,0.020193,0.025481,0.029094,0.027022,0.074264,0.48129,1
0.072829,0.028457,0.029706,0.023435,0.016686,0.013445,0.011638,0.0091933,0.0091136,0.009087,0.0095387,0.0085556,0.010495,0.010336,0.0095387,0.0088213,0.009273,0.010628,0.012435,0.015039,0.019237,0.024365,0.030051,0.026809,0.076204,0.49508,1
0.073759,0.030237,0.029121,0.023621,0.016128,0.013817,0.010575,0.0098842,0.0093793,0.0089276,0.0088479,0.011425,0.012169,0.010469,0.0090339,0.0087948,0.0097247,0.010867,0.013259,0.015119,0.018174,0.025853,0.029838,0.028643,0.072537,0.4898,1
0.051573,0.011532,0.019768,0.022319,0.027049,0.026863,0.027288,0.026942,0.028483,0.030981,0.033,0.036959,0.038022,0.037889,0.033425,0.032575,0.033399,0.033372,0.031459,0.030184,0.027979,0.025056,0.016899,0.011478,0.050484,0.25502,1
0.050085,0.012196,0.018387,0.023993,0.025773,0.027102,0.025561,0.027075,0.028563,0.03029,0.031433,0.035418,0.038527,0.035259,0.03409,0.03308,0.03308,0.030928,0.030875,0.032416,0.027553,0.025162,0.018546,0.011824,0.050723,0.26206,1
0.047481,0.010761,0.018652,0.022425,0.026889,0.027447,0.029812,0.028696,0.029971,0.031752,0.035578,0.037464,0.041051,0.039696,0.03664,0.035631,0.034276,0.034674,0.031326,0.030822,0.028138,0.023913,0.0165,0.010548,0.04873,0.24113,1
0.072112,0.030689,0.029307,0.022611,0.017271,0.013099,0.010017,0.0095919,0.0095653,0.0085291,0.0083696,0.0099107,0.010416,0.0089276,0.0083696,0.0096982,0.0085556,0.010681,0.012621,0.014986,0.018812,0.026039,0.030131,0.027394,0.074716,0.49758,1
0.072245,0.03021,0.029971,0.023648,0.017058,0.01294,0.010575,0.0087948,0.0091668,0.0088213,0.0079711,0.010097,0.0099373,0.0098044,0.0089808,0.0092199,0.0092465,0.010044,0.012807,0.014109,0.018945,0.02479,0.03021,0.028058,0.072882,0.49947,1
0.072803,0.030317,0.027925,0.022904,0.015969,0.013604,0.010416,0.01015,0.0099639,0.009459,0.0096716,0.009459,0.011133,0.0099107,0.0087948,0.0086088,0.0095653,0.011027,0.011957,0.015172,0.019582,0.0258,0.029254,0.027288,0.073334,0.49593,1
0.073653,0.029812,0.028297,0.023568,0.015862,0.013152,0.010416,0.0095387,0.0094325,0.0091402,0.0087682,0.0097779,0.010708,0.01007,0.0078914,0.0087682,0.0096982,0.010283,0.012355,0.014534,0.018599,0.024418,0.030503,0.029121,0.073972,0.49766,1
0.048491,0.012594,0.018413,0.022372,0.026411,0.02843,0.026942,0.028643,0.029015,0.03037,0.03393,0.035578,0.037384,0.038182,0.035259,0.032283,0.032867,0.035073,0.03122,0.029413,0.028005,0.024524,0.018573,0.011372,0.049554,0.2551,1
0.073493,0.028563,0.029413,0.023701,0.017138,0.013338,0.010734,0.0094059,0.0095919,0.0094059,0.010283,0.0090605,0.01007,0.010416,0.0099904,0.009645,0.0095919,0.0098842,0.012515,0.014667,0.018679,0.026783,0.029652,0.026756,0.074609,0.49261,1
0.048385,0.012621,0.018626,0.022664,0.026384,0.026065,0.02766,0.027367,0.028351,0.031698,0.033718,0.036375,0.039218,0.0368,0.035976,0.034648,0.03215,0.032123,0.031698,0.031114,0.028005,0.023222,0.01828,0.010814,0.049793,0.25624,1
0.071554,0.027208,0.028643,0.025454,0.019662,0.016208,0.013391,0.010788,0.010788,0.011106,0.010841,0.012089,0.012382,0.012089,0.010522,0.011478,0.012116,0.013763,0.014401,0.017749,0.021894,0.028483,0.030582,0.023435,0.074344,0.45903,1
0.070943,0.029679,0.029838,0.023648,0.016872,0.013631,0.010708,0.010017,0.0091933,0.0087151,0.009459,0.01092,0.010947,0.010336,0.0096982,0.0093793,0.0092465,0.011399,0.011903,0.015597,0.018679,0.026278,0.03114,0.027899,0.074264,0.48961,1
0.051493,0.011797,0.019131,0.024126,0.02766,0.026039,0.02673,0.028138,0.027527,0.031486,0.032416,0.037517,0.037305,0.03688,0.033691,0.032921,0.032841,0.031831,0.031592,0.029015,0.030609,0.024843,0.017722,0.010336,0.050988,0.25537,1
0.052237,0.012488,0.019556,0.023621,0.026863,0.026145,0.025268,0.027181,0.027261,0.02936,0.030078,0.033638,0.035153,0.03571,0.031778,0.032123,0.030184,0.030157,0.030051,0.030582,0.028537,0.025879,0.018891,0.012116,0.052078,0.27306,1
0.050856,0.013445,0.017882,0.024392,0.027314,0.028005,0.025853,0.025428,0.027075,0.029148,0.033372,0.03579,0.036508,0.036933,0.033293,0.033399,0.03223,0.031938,0.031247,0.031194,0.028377,0.025295,0.018334,0.010947,0.051546,0.2602,1
0.049979,0.013471,0.019104,0.021894,0.026012,0.027288,0.026172,0.02843,0.028457,0.03021,0.031645,0.035179,0.038235,0.035418,0.033372,0.033239,0.031911,0.031619,0.031167,0.03045,0.029812,0.025693,0.018838,0.010416,0.050324,0.26166,1
0.049182,0.012727,0.018174,0.023462,0.027288,0.027952,0.028776,0.027686,0.029413,0.030875,0.03409,0.037677,0.041157,0.036906,0.034754,0.034701,0.033638,0.032044,0.032017,0.030024,0.028616,0.024471,0.017271,0.010974,0.050032,0.24609,1
0.073175,0.027846,0.028962,0.023196,0.016527,0.013205,0.010309,0.01015,0.0089011,0.0080508,0.010203,0.010309,0.010788,0.010442,0.0093262,0.0097513,0.0098842,0.010947,0.011983,0.016288,0.018918,0.025534,0.031353,0.028882,0.074264,0.49081,1
0.073148,0.028855,0.029599,0.023355,0.017457,0.013763,0.01108,0.010283,0.0094856,0.0093262,0.010416,0.010788,0.010841,0.0096716,0.0099373,0.0088745,0.0099373,0.011,0.013073,0.0165,0.019742,0.025693,0.028802,0.028855,0.074184,0.48533,1
0.073175,0.028696,0.029493,0.022027,0.018174,0.012647,0.010362,0.010256,0.0094059,0.0087151,0.010044,0.009273,0.010841,0.010522,0.0088745,0.0091933,0.0093262,0.010681,0.012807,0.015783,0.019821,0.025747,0.030901,0.027739,0.074131,0.49136,1
0.073201,0.030317,0.029068,0.023382,0.017324,0.012461,0.010442,0.009831,0.0089542,0.0090073,0.0085025,0.0093262,0.0096716,0.0099107,0.009273,0.0089011,0.0095919,0.010017,0.012541,0.014587,0.019343,0.02495,0.029706,0.028696,0.072962,0.49803,1
0.073998,0.029945,0.027952,0.024498,0.017696,0.013684,0.011903,0.010495,0.0091402,0.009087,0.0094059,0.011053,0.011505,0.010575,0.0081039,0.0095387,0.0091136,0.011346,0.013418,0.014375,0.020193,0.026889,0.028829,0.027899,0.073626,0.48573,1
0.049899,0.013445,0.01937,0.023435,0.026889,0.026995,0.02673,0.026225,0.027474,0.029254,0.032017,0.033665,0.036481,0.035524,0.031831,0.032549,0.032203,0.032309,0.030237,0.030928,0.028111,0.024126,0.01844,0.011532,0.051918,0.26841,1
0.073068,0.029068,0.028351,0.023993,0.017563,0.014215,0.011478,0.0099373,0.0084228,0.009645,0.0099107,0.010044,0.010708,0.0094325,0.0089542,0.0087151,0.0099373,0.010841,0.013099,0.014906,0.019689,0.0258,0.030928,0.026703,0.074636,0.48996,1
0.071527,0.030423,0.030476,0.02216,0.016792,0.012887,0.010867,0.009273,0.009087,0.0089542,0.0088479,0.0099904,0.010628,0.010017,0.0095919,0.0089011,0.0090073,0.01116,0.01185,0.013976,0.019263,0.024392,0.030343,0.027633,0.073547,0.49841,1
0.051387,0.013285,0.019131,0.024843,0.02673,0.026172,0.028005,0.025481,0.027979,0.030078,0.032309,0.03393,0.036136,0.033479,0.033133,0.03316,0.031512,0.03138,0.031034,0.031061,0.029148,0.024923,0.019051,0.010974,0.051201,0.26448,1
0.073733,0.028749,0.028643,0.022505,0.017536,0.013126,0.010708,0.010176,0.0083962,0.0084759,0.009273,0.009087,0.010469,0.009273,0.0091402,0.0086619,0.0091668,0.0096716,0.01193,0.014853,0.018121,0.025826,0.030875,0.029413,0.073493,0.4987,1
0.071926,0.026464,0.029466,0.025507,0.020619,0.015384,0.012116,0.012541,0.010575,0.011532,0.011266,0.012541,0.012408,0.011691,0.010761,0.01201,0.011824,0.013205,0.014428,0.017085,0.020937,0.027155,0.031619,0.024976,0.073095,0.45887,1
0.050882,0.013285,0.018227,0.024338,0.026995,0.028324,0.027474,0.026358,0.02859,0.029865,0.032628,0.035099,0.036986,0.037119,0.032363,0.031433,0.031433,0.032974,0.030237,0.030264,0.029812,0.025507,0.018227,0.011691,0.050749,0.25914,1
0.072856,0.029015,0.029387,0.023621,0.017111,0.013232,0.010761,0.0092996,0.0095122,0.0096185,0.0083696,0.0097247,0.011399,0.010362,0.0093527,0.0084494,0.0091402,0.010469,0.012621,0.015304,0.018971,0.025454,0.029865,0.027846,0.074211,0.49405,1
