0.096623,0.10162,0.067748,0.084124,0.10203,0.091241,0.078793,0.099735,0.10096,0.17712,1
0.047725,0.076395,0.072926,0.13578,0.17697,0.15182,0.093868,0.074508,0.062417,0.10759,1
0.04724,0.072824,0.074788,0.13488,0.18432,0.15305,0.093664,0.073411,0.060836,0.10499,1
0.047776,0.076803,0.072544,0.13363,0.17465,0.14937,0.09471,0.076829,0.064866,0.10882,1
0.055147,0.076268,0.080349,0.132,0.16838,0.14453,0.092108,0.076064,0.061728,0.11343,1
0.013851,0.032701,0.045761,0.17218,0.33678,0.22164,0.075656,0.031527,0.027089,0.042827,1
0.013749,0.033109,0.046322,0.16465,0.33066,0.22271,0.079864,0.034435,0.02941,0.045097,1
0.01255,0.030124,0.041628,0.17174,0.35012,0.22176,0.073028,0.031502,0.02714,0.040404,1
0.051194,0.079507,0.072748,0.13136,0.17404,0.14636,0.093944,0.077722,0.063922,0.1092,1
0.055403,0.07915,0.077696,0.12976,0.16965,0.14083,0.091674,0.077339,0.064738,0.11376,1
0.051092,0.076982,0.077747,0.1294,0.17082,0.14692,0.092797,0.076472,0.06535,0.11241,1
0.055403,0.079762,0.080247,0.1246,0.17103,0.13863,0.091827,0.07841,0.065248,0.11484,1
0.012269,0.032828,0.039333,0.16662,0.33369,0.2286,0.078972,0.033364,0.029716,0.044613,1
0.049128,0.075758,0.073309,0.13351,0.17735,0.14697,0.093893,0.075502,0.063514,0.11106,1
0.010943,0.03344,0.037496,0.15468,0.32012,0.23669,0.08744,0.037292,0.034206,0.047699,1
0.041144,0.067391,0.072697,0.14243,0.19796,0.16422,0.09698,0.065427,0.056499,0.095245,1
0.049077,0.077671,0.07285,0.13389,0.17559,0.14856,0.095016,0.073436,0.064101,0.10981,1
0.013927,0.032752,0.047189,0.17389,0.3418,0.21722,0.074253,0.031196,0.026579,0.041195,1
0.013366,0.033491,0.043873,0.16378,0.31285,0.22595,0.083282,0.037802,0.034792,0.050811,1
0.014871,0.032879,0.049255,0.17098,0.33433,0.21817,0.076523,0.032063,0.027268,0.043669,1
0.013009,0.032726,0.043669,0.16771,0.32713,0.2209,0.082721,0.034129,0.030175,0.047827,1
0.012881,0.030966,0.046883,0.1695,0.34979,0.2174,0.072748,0.031298,0.025916,0.042623,1
0.048235,0.077569,0.073283,0.13361,0.17746,0.14838,0.095169,0.074533,0.062902,0.10887,1
0.048311,0.076064,0.073334,0.13583,0.1796,0.14871,0.094149,0.074278,0.062213,0.10751,1
0.047164,0.076752,0.073768,0.13519,0.1745,0.15231,0.09522,0.074661,0.062851,0.10759,1
0.056397,0.080068,0.0779,0.12642,0.17098,0.14022,0.091878,0.076752,0.063692,0.1157,1
0.05025,0.075043,0.075375,0.13251,0.1782,0.14866,0.093817,0.07512,0.06132,0.10971,1
0.013111,0.033364,0.044332,0.16644,0.32206,0.22184,0.079915,0.036323,0.032471,0.050148,1
0.051015,0.076854,0.074916,0.13034,0.177,0.14748,0.095398,0.074788,0.0628,0.1094,1
0.056703,0.080783,0.078691,0.12736,0.16792,0.13871,0.090348,0.07688,0.065172,0.11744,1
0.014616,0.032395,0.049153,0.17309,0.33216,0.21722,0.07438,0.034308,0.027778,0.044893,1
0.05275,0.079507,0.076472,0.13208,0.16741,0.14287,0.093383,0.07938,0.064254,0.1119,1
0.044562,0.068641,0.076854,0.14052,0.19544,0.15659,0.095705,0.06757,0.055811,0.098306,1
0.014335,0.035354,0.049357,0.17088,0.32836,0.21908,0.076625,0.033083,0.027752,0.045174,1
0.052775,0.0754,0.077135,0.13149,0.17394,0.14325,0.09346,0.075554,0.063539,0.11346,1
0.053847,0.07915,0.079201,0.1307,0.16692,0.14101,0.092848,0.077109,0.064789,0.11443,1
0.050505,0.079227,0.073615,0.13435,0.17238,0.14399,0.09323,0.076548,0.064305,0.11185,1
0.01334,0.031374,0.044893,0.16975,0.33741,0.2236,0.07614,0.03089,0.028671,0.043924,1
0.013443,0.034894,0.044154,0.16738,0.32512,0.22199,0.08063,0.035277,0.031425,0.045684,1
0.012728,0.029563,0.043388,0.16838,0.34961,0.22373,0.073691,0.032191,0.025584,0.041144,1
0.013289,0.034257,0.041858,0.16429,0.32242,0.22429,0.079941,0.036961,0.034282,0.048413,1
0.011096,0.032752,0.037777,0.16083,0.32055,0.23235,0.084379,0.036425,0.034665,0.049179,1
