1680.1,897.46,1444.6,59.46,20.221,912.62,19.216,13.97,1
3996.9,2951.9,2911.4,568.61,468.25,1878.4,353.64,355.41,1
9289.6,7064.3,6625.3,1311.5,1161.1,4280.3,860.31,897.64,1
3198.1,1634.9,2750.8,112.51,33.883,1685.9,31.867,20.317,1
4567,3627.9,3296.2,662.93,573.5,2215.1,430.98,437.81,1
4815.9,2992.8,3551.6,589.23,379.35,2184.7,311.94,260.42,1
2753.2,1130.9,2364.1,96.388,29.503,1275.1,26.904,17.586,1
5709.9,4319.6,4073,801.98,667.86,2651.1,526.33,511.8,1
5641.8,4375.3,4028,802.44,705.49,2608.2,529.18,553.49,1
3413.3,2627.7,2440.1,486.62,423.82,1587.3,319.5,325.81,1
2617.9,1476.4,2170.3,83.697,26.339,1366.3,24.752,16.783,1
1956.6,1031.2,1685.1,69.535,23.007,1054.6,21.805,15.068,1
2866.7,1543.5,2544.5,87.218,25.913,1657.6,24.325,16.824,1
1510.8,808.03,1303,53.97,18.372,826.71,17.909,12.834,1
1270.1,739.7,1048,40.535,14.379,669.19,13.737,10.463,1
3374.9,2397.4,2515.3,462.1,360.51,1507.6,275.05,266.62,1
8259.3,6211.3,5993.8,1212.1,1075,3906.5,789.43,848.37,1
4023.6,2175.4,3455,132.73,37.428,2171.6,36.258,21.305,1
1443.3,723.27,1220,52.604,18.345,739.65,17.412,13.177,1
1239.1,702.5,1099.3,42.421,15.011,690.87,14.362,10.822,1
2188.1,1221.9,1824.6,73.207,23.29,1118.4,22.631,15.185,1
2827.5,1169,2406.5,100.35,30.063,1309.2,28.324,17.896,1
3980.6,2845.4,2949.2,555.46,437.68,1793.7,333.08,321.55,1
1753.2,964.63,1454.1,60.612,20.101,882.75,19.222,13.414,1
7864.2,7572.1,5406.9,1208.6,1930.2,5988.2,1720.2,2824.2,1
938.1,598.88,928.2,14.487,6.8288,721.5,6.6972,6.6042,1
915.63,601.62,875.67,13.9,6.7706,664.34,6.5512,6.6636,1
1305.6,718.74,1351.9,20.372,8.9293,1077.7,8.617,8.1,1
5229.2,3801.8,3808.3,432.81,379.67,2908.5,327.74,332.47,1
1158.8,655.05,911.04,15.171,7.1127,604.89,6.8238,6.7403,1
2913.9,1905,2059.6,239.92,197.92,1564.1,168.69,162.6,1
3442.1,2470.2,2528.7,277,243.91,1896.6,199.17,207.31,1
2643.6,1699.5,2352.1,263.21,208.25,1803.9,185.22,173.13,1
1908,1343,1374.1,144.49,118.73,1012.3,101.24,97.497,1
1898.8,1158.2,1491.7,23.805,9.8906,1024.8,9.4563,8.3815,1
4502.6,2993.1,3982.3,468.92,387.58,3136.3,351.47,331.51,1
2134.9,1320.2,1654.8,25.774,10.858,1245.1,10.376,9.418,1
2662,1647,2224.7,267.28,199.52,1776.4,187.95,163.79,1
4135.9,2946.5,3339.6,382.58,322.09,2608.5,285.43,277.06,1
1164.2,737.51,893.76,14.544,7.0824,682.74,6.7067,6.9347,1
1594.4,986.22,1249,20.321,8.7218,876.59,8.3182,7.604,1
4250.8,3235.4,3111.3,377.42,356.75,2391.5,323.42,336.42,1
1651.2,997.73,1294.7,20.647,9.241,966.65,8.697,8.2416,1
1236.2,778.17,950.73,15.328,7.2278,714.71,6.943,7.0792,1
3104,1992.3,2723.8,41.097,15.604,1946.1,14.188,11.553,1
2306.7,1288.5,2375.6,35.313,13.61,1897,12.936,10.774,1
1059.4,602.04,1040.3,16.684,7.6283,857.25,7.6549,7.3163,1
2569.9,1534.5,2039.2,32.612,13.151,1400.9,11.968,10.42,1
1637.4,1068.7,1138.6,126.21,97.775,865.14,81.381,74.16,1
3145.5,2277.8,2359.7,251.27,210.26,1743.8,178.57,179.85,1
1056.2,659.97,976.3,15.198,7.2142,716.16,6.9519,6.9912,1
1855.3,1108.9,1515.5,24.021,10.208,1133,9.5707,8.8946,1
3905.7,2760.4,3152,348.53,290.22,2431,269.05,260.91,1
2337.8,1566,2007.6,217.05,169.77,1600.2,159.82,144.15,1
2451.6,1469.6,1996.4,31.354,12.272,1505.8,11.768,10.286,1
1047.6,632.4,844.49,13.737,6.5844,632.95,6.4878,6.6284,1
3224.8,2130.6,2784.9,319.82,262.26,2261.9,230.78,222.68,1
863.22,509.04,834.72,13.841,6.7004,683.86,6.5688,6.8053,1
1953.5,1261.2,1655.8,192.68,145.68,1345.3,135.8,121.27,1
3959.6,2639.8,3359.3,371.13,303.15,2644.5,286.37,271.57,1
2286.5,1432,2004,223.26,165.76,1596.6,159.68,139.11,1
3807.1,2546,3222.6,355.36,292.95,2513.1,270.6,259.88,1
2295.3,1584.2,1742.5,190.85,156.83,1295.7,141.4,139.02,1
3323.8,2143.3,2445.4,279.62,232.74,1878.5,202.99,193.21,1
4873.2,3331.2,3980,447.77,377.87,3039.1,321.62,317.65,1
2158.5,1256.8,2196.1,32.871,13.212,1756.3,12.411,10.73,1
1791.7,1153.9,1238.2,138.65,107.9,922.51,89.121,82.189,1
2067.4,1299,1775,199.74,151.77,1450.3,134.88,121.72,1
1498,867.47,1495.6,23.14,9.8726,1223.7,9.5371,8.7989,1
1662.1,1069,1399.5,161.38,120.84,1145.5,110.65,97.291,1
884.22,541.79,900.32,14.156,6.825,712.4,6.611,6.7474,1
2591.8,1730,1855.6,172.36,127.4,1353.9,108.35,98.826,1
3255,2127.9,2862.6,331.27,268.92,2194.3,243.23,231.93,1
1392.9,945.26,1125.1,114.33,90.223,847.8,80.349,76.227,1
1072.1,631.15,1034.5,16.857,7.5888,848.46,7.6854,7.4152,1
3857.5,3309.4,3369.3,436.21,584.02,2923.4,406,646.38,1
1562.7,1089.5,1247.6,20.775,8.0128,976.07,7.7865,7.5822,1
1593.7,1071.5,1207.5,94.802,64.804,891.33,53.078,49.266,1
1087.8,730.09,823.37,63.225,42.024,601.26,35.884,31.867,1
1064.1,746.42,925.2,14.184,5.8764,715.68,5.8253,6.0722,1
1347.1,909.18,1181,81.794,56.636,860.23,45.511,43.036,1
1868.4,1238.5,1681,93.127,54.115,1245.5,46.75,39.594,1
663.14,469.97,550.24,9.0359,4.2096,434.3,4.2739,4.8465,1
1836.9,1281.8,1618,23.922,8.5428,1218.3,8.2354,7.6291,1
2557.4,1764.3,2217.8,158.72,112.47,1573.4,89.943,83.68,1
1973.2,962.31,1817.3,26.342,9.3119,955.63,8.7433,7.996,1
2088.3,1436.3,1835.1,134.03,97.804,1289.4,79.399,74.936,1
921.44,622.37,685.07,52.555,35.023,479.94,29.197,26.486,1
2310.1,1572.9,1836.5,142.29,99.891,1383.1,80.73,76.215,1
720.76,511.15,565.61,9.6941,4.6269,448.16,4.5305,5.1873,1
820.75,584.55,598.47,10.638,4.7843,452.96,4.7706,5.3808,1
2174.8,1527.5,1645.6,27.24,9.4855,1250.3,9.2466,8.4274,1
1775.3,1189.3,1374.9,107.23,71.486,1025,60.508,54.764,1
983.74,700.13,788.12,12.939,5.5617,620.5,5.4292,5.8424,1
1460.8,971.61,1042.7,83.289,53.999,706.29,45.067,39.911,1
3265.2,2202.5,2407.8,193.88,129.3,1659,104.36,92.957,1
1736.8,1211.6,1535.4,106.22,77.321,1092.1,61.338,60.367,1
660.85,468.17,500.8,8.9118,4.2815,393.74,4.1645,4.8736,1
1526.7,1054,1248,20.143,7.598,968.34,7.4483,7.2915,1
884.8,590.88,717.43,50.93,32.929,526.43,28.644,26.336,1
954.95,649.87,811.87,57.114,40.781,580.49,33.432,31.693,1
620.04,335.32,584.59,9.3522,4.4393,315.95,4.3473,5.0307,1
798.31,554.87,684.97,11.348,5.1361,517.3,4.9422,5.472,1
660.56,464.83,538.81,8.9457,4.2218,425.13,4.1831,4.8461,1
1591.5,995.7,1453.3,22.019,8.2019,1012.4,7.8904,7.3961,1
927.55,637.86,813.96,13.046,5.7131,605.44,5.3748,5.8666,1
1204.9,848.48,935.67,15.345,6.1665,737.26,6.1363,6.417,1
1374.7,954.38,1152.2,18.714,7.3245,872.74,7.034,6.9849,1
2684.1,1810.2,2080,162.77,110.03,1561.1,89.466,80.69,1
2069.7,1384.8,1482.5,122.04,79.843,1009.9,66.611,59.929,1
3226.6,2237.3,2603.9,206.56,155,1928.3,119.05,117.18,1
1663,1171.2,1311.3,20.863,7.6707,1034.3,7.7898,7.6423,1
1596.2,1079.2,1152.9,91.631,60.657,786.95,49.274,45.44,1
628.57,335.99,591.38,9.45,4.6631,316.4,4.3948,5.1243,1
1823,1229.5,1337.8,107.74,71.932,920.27,58.948,51.569,1
660.78,467.04,512.04,8.8237,4.1246,404.46,4.0456,4.7308,1
920.45,649.57,702.02,11.837,5.1068,552.16,5.0067,5.62,1
1270.8,854.43,1116.4,72.108,46.388,804.91,39.67,35.101,1
1889.7,1328,1355.5,22.859,8.3829,1011.9,8.1486,7.8708,1
1428.1,966.41,1281.2,75.147,46.018,958.71,39.003,33.806,1
2369.8,1606.5,1884.6,145.72,100.22,1410.3,84.3,78.705,1
1343.3,909.27,1205.1,70.369,43.161,900.92,36.393,32.269,1
3180.4,2143.6,2794.9,208.41,155.91,2055.2,123.89,123.89,1
716.09,507.4,565.03,9.5776,4.395,448.99,4.4779,4.9768,1
1092.5,735.52,931.74,64.675,45.305,654.69,36.849,34.936,1
644.96,449.01,549.3,9.1166,4.293,429.71,4.2348,4.8575,1
3358.2,2730.6,2178.5,261.22,348.03,1591.7,219.85,335.33,1
1183.8,744.62,788.82,51.36,36.035,537.45,26.834,26.131,1
1684.8,765.43,1267.1,19.45,7.8906,749.92,7.1889,7.4276,1
1543.7,951,1038.6,70.228,46.585,703.53,39.506,37.545,1
1676.7,1041.4,1143.1,77.607,53.489,782.75,42.447,41.118,1
1064.4,657.61,737.78,11.699,5.1665,542.76,4.9544,5.5117,1
666.18,417.56,463.63,7.7682,4.0642,342.93,3.9217,4.9522,1
2046.1,1263.7,1465.4,22.096,8.245,1059.2,7.733,7.7919,1
2067.2,1301.2,1292.4,89.423,57.945,822.03,43.757,41.083,1
1009.6,627.67,709.54,11.3,5.1344,511.39,4.9788,5.7565,1
1092.9,698.86,726.9,11.433,5.1452,517.49,4.8539,5.6544,1
2581.1,1617.5,1787,121.06,88.527,1195.3,64.632,63.838,1
745.44,452.73,484.09,31.128,19.423,329.13,17.287,15.817,1
814.16,506.98,603.88,9.8322,4.7465,434.03,4.5367,5.4373,1
1067.3,678.79,732.76,45.167,30.13,475.1,23.192,22.433,1
1216,770.65,758.89,52.02,33.572,489.74,26.888,25.254,1
1582.9,994.02,1064.9,73.302,52.746,725.77,39.856,39.252,1
865.17,521.64,542.93,37.486,23.413,358.22,20.98,18.734,1
662.33,418.74,461.96,7.7526,3.8872,333,3.9066,4.8303,1
840.23,525.96,574.15,37.173,24.456,388.11,20.337,18.92,1
743.01,458.39,512.85,30.124,19.345,334.64,16.409,15.877,1
843,523.21,605.96,9.807,4.5861,448.84,4.5747,5.4279,1
1583.3,1004.7,1067,16.322,6.5191,758.08,6.2076,6.4181,1
1100.4,671.58,719.52,48.543,31.428,488.53,26.027,24.257,1
1353.3,837.13,913.68,59.809,41.069,629.75,31.017,29.605,1
504.8,251.01,383.53,6.6252,3.653,238.09,3.6284,4.6824,1
578.11,358.88,411.21,7.0849,3.8399,296.57,3.6478,4.7617,1
686.98,433.5,497.05,8.1126,4.1011,367.39,4.0545,5.0799,1
802.53,504.81,579.64,9.4288,4.735,427.56,4.5172,5.5769,1
571.38,359.63,387.64,6.6289,3.5607,286.87,3.5351,4.6055,1
1015.3,605,644,43.897,27.079,421.56,23.496,21.585,1
2035.7,1256.9,1327,90.963,58.132,894.7,47.945,42.353,1
561.44,355.09,410.43,7.0559,4.0004,302.14,3.8472,5.1475,1
1025.4,632.63,694.91,46.033,30.65,476.43,24.795,23.295,1
748.43,467.41,514.56,8.6095,4.3613,378.52,4.3634,5.4079,1
2971.1,1842.9,1887.1,132.84,93.852,1257.3,66.693,63.348,1
1033.4,639.91,662.42,44.312,28.547,441.47,23.435,21.576,1
1644.8,1006.2,1215.3,18.334,7.2868,882.73,6.8739,7.0526,1
618.71,322.69,467.88,7.9707,4.1284,315.78,3.9934,4.9366,1
1034,637.24,686.91,46.287,30.002,464.82,24.636,22.524,1
2953.1,1841.4,1878.6,136.77,97.357,1251.2,69.232,65.766,1
729.48,457.88,514.81,8.4748,4.179,383.02,4.2302,5.1487,1
984.83,619.12,656.68,10.498,4.9061,466.58,4.7086,5.6827,1
1728.6,1042.9,1107.9,76.27,47.547,735.15,39.005,33.278,1
529.59,329.8,392.6,6.8845,3.7328,288.96,3.7221,4.8156,1
625.66,399.44,426.1,7.2118,3.7841,305.56,3.7528,4.8678,1
1295.6,799.45,949.5,14.866,6.3508,698.85,5.9972,6.5234,1
787.16,472.75,586.2,9.5427,4.6612,420.52,4.4804,5.3642,1
1019.5,622.41,670.17,44.963,29.048,456.86,24.112,22.448,1
1769.8,978.02,1314.4,20.146,8.0085,916.55,7.3762,7.5683,1
870.21,531.68,587.54,36.842,24.872,405.13,19.829,19.805,1
6014.1,4427.7,6487.6,570.47,552.57,4680.2,562.43,580.64,1
1342.2,668.19,1515.7,21.448,8.736,741.72,8.5812,8.1681,1
3844.2,2413.5,4397.9,219.29,122.92,2742.3,131.23,100.36,1
2498.8,1567.4,2849.2,141.4,76.276,1797.7,87.034,66.175,1
969.85,654.65,1112.7,15.231,6.6003,719.84,6.9116,6.7459,1
1450.1,700.72,1617.5,22.46,8.9447,801.41,8.8937,8.1114,1
1084.8,657.83,1226.4,17.688,7.543,714.68,7.7664,7.4784,1
1246.3,842.95,1403.7,17.497,7.2336,951.04,7.1918,7.0518,1
2462.4,1552.4,2871.4,37.034,12.458,1777.6,12.771,10.142,1
1329,874.51,1547.3,20.244,7.9477,1017.6,8.1488,7.5052,1
2658,1275.5,2994.8,39.908,13.676,1437.5,13.474,11.016,1
1944.5,1278.5,2250.7,27.989,10.428,1480.2,10.425,9.0189,1
3800.3,2426.7,4316.3,216.48,119.63,2665.8,129.7,98.713,1
1054.9,708.98,1184.5,15.095,6.6559,808.9,6.6206,6.8607,1
1160.8,768.07,1356.7,17.988,7.3399,903.22,7.5679,7.2607,1
1021.4,693.26,1176.3,15.045,6.4672,792.02,6.6249,6.6565,1
1986.3,1348.5,2223.3,26.406,9.6724,1492,10.321,9.0778,1
1382.4,883.21,1540.3,76.137,42.977,941.18,44.129,34.619,1
1010.8,684.79,1140.8,14.497,6.4036,780.12,6.3199,6.5987,1
1100.2,739.35,1273.1,16.469,6.8745,849.7,7.0635,7.0025,1
3151.9,2028.8,3585.1,178.47,97.051,2206.5,101.19,74.888,1
1364.9,889.19,1544.2,21.765,8.8669,948.73,8.9082,8.0445,1
2315.6,1560.9,2665.8,32.893,11.586,1762.4,11.829,10.218,1
3578.1,2309.8,3956.5,210.24,123.85,2449.8,127.11,98.22,1
2299.9,1468.8,2615.9,128.72,70.495,1613.8,78.702,60.012,1
929.01,624.88,1086.1,14.415,6.4601,709.83,6.6029,6.6315,1
3646.6,2275.4,4144.9,54.574,17.624,2528.5,17.997,13.665,1
3338.6,2082.7,3806.2,49.175,15.659,2315.3,16.324,12.377,1
1536.1,1024.8,1801.4,22.733,8.4922,1193.2,8.8793,8.1308,1
2278.5,1417,2595.5,34.185,11.92,1578.1,12.417,10.269,1
2226.2,1530.6,2546.2,31.277,11.211,1699.3,11.256,9.9926,1
3607.3,2279.8,4150.3,206.66,116.67,2572.3,122.86,94.217,1
2049.2,1358.1,2370.4,29.314,10.659,1555.5,10.904,9.5218,1
1234.6,842.66,1398.6,17.522,7.3199,952.29,7.0509,7.053,1
2854.2,1814.9,3214.3,158.12,86.3,2019.9,94.01,71.154,1
2308.2,1486.3,2586.9,136.09,81.001,1624,86.817,65.391,1
4947.9,3124.9,5429.6,268.07,145.9,3344.4,152.94,117.21,1
1799.5,1224.2,2014,24.285,9.2439,1358.9,9.5187,8.3963,1
1718.6,1078.4,1951.4,93.389,48.929,1213.5,52.029,38.531,1
1337.6,914.86,1500.1,18.615,7.6202,1006.7,7.8293,7.5398,1
2695.3,1748.1,3100.2,40.292,13.403,1861.6,13.89,10.89,1
2165.3,1447.8,2542,32.357,11.109,1623.8,11.698,9.3658,1
1246.4,780.08,1403.6,68.608,37.483,875.28,39.66,30.321,1
1213,826.94,1387.6,17.883,7.4029,921.84,7.3878,7.3798,1
1882.3,1248.8,2214.3,27.781,9.844,1432.7,10.335,8.862,1
2171.7,1377.6,2407.1,114.46,60.817,1487.2,66.004,48.795,1
1683.6,1124.4,1935.4,26.066,9.8895,1191.9,10.164,8.9869,1
1528.3,1008.3,1755.7,22.885,8.7208,1114.2,9.2226,8.1784,1
1281.3,882.8,1465.6,18.272,7.2817,983.02,7.3102,7.2396,1
3570.6,2312.6,3958.6,205.94,116.25,2444.4,115.9,89.457,1
3600.3,2035,4078.7,53.795,16.773,2308.1,17.881,13.019,1
6552.6,5426.6,5061.9,631.53,815.73,4237.8,533.7,773.7,1
1989.7,1323.4,1747.3,115.26,78.966,1287.1,60.406,56.719,1
1767,1201.9,1958.9,26.963,10.106,1514.7,10.499,9.0056,1
1824.2,1196.2,1619,103.49,67.714,1183.9,54.896,48.689,1
2804.9,1974.3,2421.4,165.79,116.06,1765.8,91.001,83.579,1
3309.5,2238.6,3388.9,44.058,14.49,2652.9,14.506,11.315,1
1898.7,1290.8,2148.7,28.97,10.748,1650.3,11.271,9.9591,1
1723.4,1091.6,1501.3,97.45,64.725,1131,49.713,45.422,1
2083.2,1339.9,2210.7,31.351,10.891,1686.6,11.197,9.0694,1
1856,1169.6,1619.7,104.53,67.797,1220.9,53.26,47.44,1
2036.2,1373.1,2088.1,27.694,10.286,1646.1,10.235,8.9482,1
900.12,611.55,993.54,14.244,6.144,771.45,6.374,6.3959,1
1758.3,1191.7,1804.2,24.18,9.1736,1415.6,9.2229,8.3588,1
2878.4,1860.2,2653.8,178.55,118.55,1949.3,94.2,84.128,1
1701.5,1151.6,1753.2,23.433,8.9948,1391.5,8.9621,8.0094,1
1750.9,1114.5,1640.4,106.72,67.506,1191.9,55.063,47.268,1
2200.8,1493.3,2461,33.208,11.919,1912.9,12.312,10.168,1
1300.1,885.9,1455.3,20.164,8.1471,1117.7,8.3653,7.874,1
1617,1105.3,1650.5,22.547,8.6638,1296.4,8.6572,7.8575,1
1622,1081.7,1419.4,91.593,62.915,1025.8,48.55,45.596,1
1151,788.04,1180,16.391,6.8436,966.16,7.0884,7.0531,1
1311.2,853.33,1143.6,73.748,48.607,819.7,38.808,34.91,1
1461.9,977.55,1584.5,22.212,8.3469,1226.5,8.7765,7.6624,1
2694.9,1810.5,2946.7,39.779,13.289,2264.5,13.588,10.694,1
3642.6,2461.3,3641.1,49.425,15.71,2714.9,15.982,12.207,1
1678.4,1140.2,1700.9,23.635,8.9793,1300.2,9.191,8.0321,1
2548.3,1752.1,2152.3,148.65,105.9,1581,81.878,77.184,1
5314.9,3640.5,4461.9,312.1,231.58,3280.7,164.4,160.81,1
2494.7,1686.3,2119.9,145.22,106.16,1554.1,78.268,76.986,1
1192.5,813.4,1224.9,17.172,7.0245,961.34,7.1904,6.8508,1
3361.1,2372.3,2899.6,208.59,162.28,2141.4,115.18,116.4,1
1259.2,637.09,1221.9,18.133,7.0421,658.2,6.8982,6.6129,1
1731.1,1132.2,1700.8,110.73,68.716,1213.8,58.731,50.186,1
2091.6,1367.3,2079.7,131.71,81.867,1471.4,67.194,55.561,1
3385.3,2193,3003.4,199.32,131.33,2228.3,98.571,87.289,1
1805.4,1233.8,2037.7,27.475,10.306,1576.3,10.669,9.5133,1
1710.5,1129.1,1721.1,24.556,9.1536,1278.9,9.4109,8.3333,1
1372.8,935.21,1255,82.119,54.446,921.24,43.08,38.864,1
1385,902.19,1232.1,79.462,50.29,930.32,41.378,35.885,1
1713.2,1157.8,1492.2,97.531,66.676,1097.3,52.48,48.139,1
1236.9,847.16,1394.1,19.399,7.8417,1080.3,8.2016,7.6378,1
2255,1546,1904.7,129.07,91.054,1386.5,68.614,64.459,1
1786.4,1169.5,1671.7,109.51,73.625,1227.9,58.281,51.604,1
973.47,595.05,973.22,15.318,6.4806,646.77,6.5971,6.4987,1
1452.3,921.14,1358.2,87.598,55.98,996.24,46.883,40.462,1
1697.6,1093.4,1791.5,26.184,9.6331,1362.9,9.778,8.2947,1
2791.4,1872.9,2490.8,164.32,109.05,1819.1,84.856,74.186,1
1543.3,995,1516.4,22.635,8.5699,1060.8,8.4236,7.5307,1
1683.7,1161.7,1738.9,23.321,8.9462,1379,8.8252,8.0839,1
2457.9,1682.7,2555.7,33.474,11.624,2012.6,11.841,9.5426,1
1255.1,856.03,1310.7,18.06,7.1964,1073,7.4764,7.0345,1
3783.9,2704.7,5146.7,433.83,355.3,3943.9,528.25,500.63,1
2599.8,1786.6,2788.6,37.783,11.238,1641.6,11.892,9.6234,1
2596.7,1620.5,3323.3,176.93,82.528,1955.7,116.62,74.282,1
1151.1,742.7,1457.6,74.062,37.096,837.56,49.733,33.824,1
1315.7,842.65,1685.8,84.119,41.756,1030.1,59.694,40.621,1
750.55,519.8,805.24,11.763,5.0723,476.57,5.1846,5.6427,1
705.36,492.48,772.06,10.608,4.8169,460.41,5.0563,5.861,1
1231.6,850.28,1313.6,18.618,6.8883,780.36,7.2069,6.9929,1
1342.9,924.36,1458.4,19.639,7.3512,861.2,7.82,7.5794,1
1498.4,941.69,1914.9,96.045,45.048,1111.9,65.801,43.17,1
2806.7,1812.7,3538.1,184.87,92.649,2095.4,132.02,82.586,1
2609.1,1709.4,3343.4,176.73,98.174,1994.9,124.93,92.792,1
1551.7,1065.2,1659.3,23.37,7.6468,1017.3,8.395,7.7494,1
708.63,484.07,768.99,11.655,4.886,476.77,5.2074,5.783,1
1455.7,913.85,1844,94.485,42.8,1059.4,59.551,38.735,1
1421.4,896.98,1816,91.433,42.962,1070.9,57.459,38.236,1
683.43,460.64,745.24,11.216,4.6974,441.95,4.9304,5.2931,1
698.53,484.34,754.62,10.894,4.9322,448.97,5.1189,5.9484,1
689.67,465.84,757.63,11.623,4.976,463.79,5.1442,5.759,1
1097.9,734.72,1188,17.288,6.4146,694.42,6.6235,6.5599,1
1929.7,1283.2,2113.4,29.764,9.543,1262,9.817,8.5108,1
962.63,591.75,1080.5,16.419,6.2019,570.25,6.7481,6.5071,1
2047.8,1368.4,2240.3,31.461,9.9466,1347.6,10.301,9.0037,1
848.92,576.07,917.36,13.66,5.5587,552.29,5.5789,5.9188,1
2080.9,1344.5,2634,138.2,72.89,1544.3,89.088,64.833,1
2653.2,1660.5,3372.7,179.91,85.939,1994.5,126.47,85.837,1
1318,846.62,1701.5,86.359,42.735,1044,64.473,44.722,1
2764.2,1771.8,3515.4,182.22,88.811,2082.2,129.42,82.107,1
2695.7,1715.8,3443.3,179.46,86.1,1960.1,119.55,76.591,1
683.05,475.18,739.23,10.565,4.8036,440.22,5.118,5.8503,1
759.52,481.3,844.68,12.921,5.079,477.28,5.5549,5.8357,1
1788.9,1125.3,2251,116.24,55.915,1315.8,73.78,50.234,1
1117.6,739.96,1226.1,18.269,6.4853,722.48,6.9865,6.7334,1
797.3,548.21,852.92,12.639,5.2172,507.31,5.4019,5.7711,1
1101.7,753.16,1200.5,17.495,6.4267,725.56,6.9343,6.9433,1
1188.4,758.7,1543,76.15,35.753,927.18,55.226,37.164,1
1344.8,851.19,1726,85.9,41.983,981.47,60.246,40.607,1
745.03,513.95,816.79,11.172,4.9084,486.31,5.2646,5.9524,1
927.95,588.74,1190.4,60.5,29.217,712.64,42.582,28.814,1
2183.4,1373,2406.6,33.873,10.143,1369.6,11.188,9.3903,1
994.36,641.63,1254.3,61.489,30.956,741.64,38.743,28.233,1
1108.1,764.8,1199.9,16.53,6.5482,708.71,6.8236,6.9467,1
777.19,528.24,854.62,12.906,5.2033,516.31,5.5004,5.8697,1
1895.6,1296.4,2020.8,27.748,9.1214,1191.1,9.5648,8.1889,1
1395.2,901.03,1755,90.189,46.568,1022.2,60.193,41.792,1
898.22,614.93,979.93,14.742,5.8032,597.91,6.0325,6.4425,1
2065.3,1424.8,2243.6,28.576,9.5164,1329.6,10.185,9.2677,1
1007.2,495.51,1113,16.135,5.9254,475.11,6.2173,6.2023,1
1328.6,851.25,1728.5,87.02,42.436,1041.2,64.739,42.762,1
1763.3,1141.1,2207.4,110.9,55.926,1283.6,74.544,53.106,1
796.43,543.57,862.13,12.76,5.3389,513.86,5.4373,5.9566,1
12762,16517,11692,3899.8,6650.1,19638,8031.4,14164,1
3591.7,2608.8,3093.6,571.37,477.86,2746.2,529.02,472.26,1
2955.6,1663.2,2590.5,79.562,24.624,1630.8,26.852,16.553,1
898.97,511.4,791.9,25.418,10.184,507.57,10.788,9.0076,1
2185.1,1049.4,1928.9,64.414,21.092,1149.8,22.732,14.682,1
5523.1,3764.1,5768.4,1082.3,852.79,4955.8,1030,873.45,1
7433.2,5331,7411.5,1445.7,1236.4,6617.8,1502.1,1371.2,1
1899.4,1067.6,1669.8,52.767,17.746,1088.2,19.697,13.368,1
3348.3,2432,2994.1,568.03,485.37,2604.3,555.08,503.48,1
1421.4,809.7,1243.9,40.393,14.677,829.18,15.533,11.317,1
2773.9,1322.5,2712.7,84.38,24.671,1801.7,27.13,16.678,1
880.23,516.49,790.98,24.973,10.161,532.93,10.288,8.757,1
5504,3819.1,5652.6,1067,845.57,4738.7,1022.6,895.04,1
3033.6,2350,2733.1,501.4,424.14,2381.6,479.35,440.97,1
2002.1,770.17,1716.4,60.93,20.743,788.87,21.029,14.457,1
3140.5,2309.8,3002.1,568.43,472.67,2584.7,549.37,484.9,1
4611.9,3521.2,4219.7,801.31,686.27,3602.3,781.4,745.42,1
1719.7,824.43,1513.5,51.93,18.011,909.45,19.121,13.021,1
1294.6,723.23,1126.2,36.927,13.621,734.83,14.636,10.695,1
