0.096913,0.054326,0.036938,0.024729,0.017545,0.015566,0.013979,0.014733,0.017857,0.016478,0.015202,0.016035,0.019523,0.026473,0.04053,0.053467,0.097668,0.42204,1
0.077181,0.036547,0.042066,0.035064,0.03207,0.029909,0.029207,0.033085,0.036677,0.034751,0.030899,0.031289,0.035949,0.04027,0.043445,0.036782,0.08067,0.31414,1
0.078691,0.035975,0.039619,0.037667,0.033163,0.028217,0.03004,0.034074,0.038291,0.036157,0.033866,0.029857,0.034699,0.041077,0.043576,0.033918,0.081841,0.30927,1
0.078717,0.037484,0.040452,0.035402,0.032773,0.028842,0.027775,0.031289,0.034335,0.034881,0.031471,0.029909,0.033241,0.040868,0.04532,0.03535,0.083429,0.31846,1
0.080201,0.037901,0.04092,0.036287,0.031914,0.029259,0.027983,0.031627,0.036001,0.034907,0.030378,0.031055,0.033814,0.039567,0.043524,0.037016,0.079863,0.31778,1
0.035428,0.016269,0.024911,0.034959,0.041337,0.056409,0.069763,0.086422,0.1016,0.092461,0.076687,0.065441,0.048365,0.03587,0.025432,0.013718,0.039228,0.1357,1
0.03509,0.01653,0.024859,0.034152,0.043862,0.054899,0.067862,0.08486,0.095325,0.094648,0.077103,0.064244,0.047897,0.037849,0.026291,0.014421,0.039437,0.14067,1
0.033866,0.014239,0.023896,0.031732,0.043628,0.055706,0.073719,0.092227,0.10569,0.093971,0.080409,0.065233,0.049224,0.035714,0.02387,0.012807,0.036391,0.12768,1
0.081398,0.038994,0.040738,0.035584,0.030144,0.028634,0.027983,0.030925,0.033944,0.032721,0.031445,0.029155,0.034647,0.04014,0.044435,0.036938,0.082804,0.31937,1
0.080904,0.038031,0.043003,0.035324,0.031263,0.028191,0.026187,0.031836,0.033398,0.032643,0.030144,0.029779,0.032981,0.039281,0.045502,0.03751,0.082023,0.322,1
0.079082,0.037719,0.041155,0.03738,0.030534,0.028035,0.02866,0.032486,0.034413,0.03358,0.030014,0.029857,0.035324,0.039593,0.043289,0.037432,0.082049,0.3194,1
0.079498,0.039515,0.043471,0.03587,0.029207,0.025797,0.028452,0.03069,0.034647,0.032226,0.029259,0.03082,0.033632,0.037432,0.043211,0.03738,0.083064,0.32583,1
0.034803,0.015566,0.023324,0.033189,0.04355,0.055211,0.06958,0.08749,0.10009,0.09431,0.076479,0.06742,0.048287,0.035662,0.026057,0.013015,0.039254,0.13671,1
0.078561,0.038083,0.04053,0.037354,0.030534,0.027983,0.029233,0.031471,0.036547,0.033684,0.030742,0.030925,0.035428,0.038708,0.043263,0.036339,0.081893,0.31872,1
0.033476,0.016894,0.024157,0.032669,0.041051,0.053884,0.069502,0.086188,0.099282,0.094934,0.079264,0.063099,0.047688,0.038265,0.023506,0.013848,0.040556,0.14174,1
0.073147,0.034231,0.040374,0.038708,0.034413,0.033163,0.033372,0.03587,0.041441,0.040061,0.034959,0.03522,0.040035,0.042977,0.042977,0.030664,0.078769,0.28962,1
0.0764,0.040582,0.041753,0.035923,0.030222,0.029727,0.028269,0.033528,0.034959,0.032591,0.031133,0.031497,0.034491,0.041545,0.043628,0.035714,0.082466,0.31557,1
0.03587,0.014786,0.024807,0.036105,0.042873,0.055992,0.070127,0.0865,0.10006,0.092592,0.076583,0.064739,0.048886,0.036547,0.024859,0.01351,0.039281,0.13588,1
0.036912,0.017337,0.02538,0.035792,0.040452,0.05568,0.065962,0.079654,0.094752,0.088687,0.076322,0.062318,0.048808,0.037354,0.026968,0.015723,0.04243,0.14947,1
0.036547,0.016972,0.024,0.034985,0.043185,0.055159,0.070439,0.085147,0.095793,0.09142,0.077598,0.061771,0.049406,0.03587,0.024313,0.015671,0.040374,0.14135,1
0.035037,0.017779,0.024209,0.032981,0.042638,0.056825,0.071793,0.084965,0.095663,0.093607,0.075255,0.06263,0.049797,0.038213,0.026083,0.01377,0.040842,0.13791,1
0.035064,0.014603,0.025224,0.032512,0.043628,0.055342,0.07057,0.087646,0.10467,0.093893,0.07804,0.064661,0.048365,0.03535,0.024755,0.014031,0.037302,0.13435,1
0.078978,0.037979,0.040712,0.037589,0.031107,0.029493,0.027593,0.032929,0.036625,0.033007,0.03233,0.031732,0.03587,0.039801,0.043966,0.034855,0.083403,0.31203,1
0.078223,0.037641,0.040712,0.037823,0.031966,0.028946,0.02892,0.032981,0.036027,0.03587,0.031159,0.03181,0.035766,0.038864,0.043315,0.035923,0.080982,0.31307,1
0.078509,0.036782,0.041103,0.036964,0.03181,0.02853,0.028426,0.031706,0.034439,0.033424,0.031185,0.032122,0.034178,0.041441,0.044018,0.035532,0.082544,0.31729,1
0.080774,0.039671,0.04243,0.035037,0.030664,0.026864,0.027957,0.030222,0.032382,0.032747,0.030482,0.029909,0.032617,0.037276,0.043211,0.037927,0.082335,0.32749,1
0.078457,0.037354,0.041805,0.036417,0.03233,0.029988,0.02879,0.031523,0.037562,0.032721,0.031133,0.03069,0.03509,0.039827,0.043133,0.035897,0.081581,0.3157,1
0.036521,0.016217,0.024079,0.034751,0.043341,0.054925,0.069346,0.081997,0.093112,0.089442,0.07627,0.064869,0.048131,0.037302,0.025614,0.014759,0.041415,0.14791,1
0.078379,0.038708,0.042092,0.036834,0.030612,0.02728,0.029337,0.031966,0.035844,0.032512,0.030847,0.031263,0.033996,0.039957,0.04545,0.03548,0.082362,0.31708,1
0.079706,0.0404,0.042248,0.036443,0.028972,0.029311,0.027827,0.030899,0.034413,0.034387,0.029311,0.029623,0.032695,0.037979,0.043654,0.037849,0.081346,0.32294,1
0.036131,0.017076,0.02728,0.035818,0.042717,0.055185,0.067186,0.085381,0.094153,0.09116,0.076166,0.063958,0.049589,0.036677,0.025406,0.014916,0.040218,0.14098,1
0.080305,0.038057,0.041259,0.036599,0.030977,0.028139,0.028243,0.031315,0.03345,0.032486,0.029467,0.029988,0.033866,0.039515,0.043784,0.037953,0.082596,0.322,1
0.073719,0.034777,0.041103,0.039619,0.036521,0.031055,0.033267,0.037094,0.039359,0.038239,0.036131,0.034829,0.038448,0.040946,0.04584,0.032148,0.077936,0.28897,1
0.036729,0.017779,0.024443,0.03699,0.046049,0.054483,0.06958,0.082205,0.096288,0.090015,0.076609,0.063229,0.04761,0.037094,0.026369,0.014577,0.039515,0.14044,1
0.07942,0.038239,0.041233,0.036547,0.030873,0.028582,0.028269,0.031367,0.035298,0.034178,0.03082,0.029883,0.033293,0.04027,0.043159,0.03738,0.081945,0.31924,1
0.081034,0.038369,0.040738,0.03712,0.031133,0.026317,0.027723,0.030899,0.035272,0.032643,0.029597,0.030482,0.033163,0.038317,0.044591,0.036834,0.082986,0.32278,1
